date,hour,label,count,weather_type,temperature,humidity,wind_speed
01/01/2014,09,9,1,4,2.8,0.52,13.0
01/01/2014,10,9,1,1,4.4,0.53,16.7
01/01/2014,11,9,1,0,5.0,0.55,13.0
01/01/2014,14,9,5,0,8.9,0.44,13.0
01/01/2014,15,9,2,0,8.9,0.48,14.8
01/01/2014,16,9,2,1,6.7,0.55,13.0
01/01/2014,17,9,1,1,6.1,0.56,7.4
01/01/2014,18,9,2,1,6.1,0.58,5.6
01/01/2014,19,9,1,0,6.1,0.65,11.1
01/01/2014,23,9,1,4,3.9,0.76,5.6
01/01/2015,01,9,1,2,-2.8,0.61,11.1
01/01/2015,02,9,1,2,-1.7,0.51,7.4
01/01/2015,13,9,2,0,7.8,0.28,24.1
01/01/2015,14,9,1,0,7.2,0.3,20.4
01/01/2015,16,9,1,0,6.1,0.34,16.7
01/01/2015,18,9,1,1,5.0,0.43,16.7
01/01/2015,20,9,2,1,3.3,0.51,14.8
01/02/2014,07,9,3,4,1.1,0.85,9.3
01/02/2014,08,9,2,4,2.0,0.81,13.0
01/02/2014,09,9,1,4,2.0,0.87,11.1
01/02/2014,10,9,1,4,2.0,0.87,9.3
01/02/2014,11,9,1,5,3.0,0.81,14.8
01/02/2014,14,9,1,4,4.0,0.75,11.1
01/02/2014,16,9,1,9,3.0,0.81,14.8
01/02/2015,06,9,1,0,2.8,0.67,0.0
01/02/2015,07,9,2,4,2.8,0.65,7.4
01/02/2015,08,9,4,4,4.4,0.49,0.0
01/02/2015,09,9,2,4,6.1,0.43,0.0
01/02/2015,10,9,1,4,6.1,0.43,14.8
01/02/2015,11,9,2,4,7.2,0.4,5.6
01/02/2015,12,9,1,4,8.3,0.37,0.0
01/02/2015,14,9,1,4,9.4,0.32,11.1
01/02/2015,15,9,1,4,8.9,0.36,5.6
01/02/2015,16,9,4,4,7.2,0.4,9.3
01/02/2015,17,9,4,4,6.7,0.42,5.6
01/02/2015,18,9,10,0,6.1,0.47,5.6
01/02/2015,19,9,2,0,4.4,0.6,5.6
01/02/2015,20,9,1,4,4.4,0.65,0.0
01/03/2014,05,9,1,4,-6.7,0.62,40.7
01/03/2014,18,9,1,2,-6.1,0.46,16.7
01/03/2015,07,9,1,9,4.0,0.65,0.0
01/03/2015,13,9,1,4,5.0,0.81,0.0
01/03/2015,14,9,2,9,5.0,0.81,0.0
01/03/2015,16,9,1,9,5.0,0.87,5.6
01/03/2015,20,9,1,9,5.0,0.87,0.0
01/04/2014,11,9,2,1,-2.2,0.51,22.2
01/04/2014,12,9,1,1,-1.1,0.49,20.4
01/04/2015,10,9,2,4,11.0,0.82,31.5
01/04/2015,12,9,2,4,15.6,0.75,25.9
01/04/2015,13,9,2,4,13.3,0.8,13.0
01/04/2015,14,9,5,4,15.0,0.78,14.8
01/04/2015,15,9,2,4,18.3,0.68,25.9
01/04/2015,16,9,2,4,18.3,0.68,18.5
01/04/2015,21,9,1,0,13.9,0.51,33.3
01/04/2015,23,9,1,0,11.1,0.45,24.1
01/05/2014,07,9,1,9,2.8,0.7,0.0
01/05/2014,10,9,1,9,3.0,0.81,0.0
01/05/2014,13,9,1,4,4.0,0.87,7.4
01/05/2014,18,9,1,9,3.0,0.87,14.8
01/05/2014,19,9,1,9,3.0,0.93,11.1
01/05/2014,20,9,1,4,5.0,0.89,5.6
01/05/2015,05,9,1,0,6.7,0.43,20.4
01/05/2015,06,9,3,0,5.6,0.45,18.5
01/05/2015,07,9,3,1,5.6,0.43,29.6
01/05/2015,08,9,8,1,5.6,0.4,35.2
01/05/2015,09,9,4,1,5.6,0.34,27.8
01/05/2015,10,9,1,1,5.0,0.32,35.2
01/05/2015,13,9,2,1,4.4,0.26,25.9
01/05/2015,14,9,2,1,4.4,0.2,27.8
01/05/2015,15,9,4,1,3.3,0.21,22.2
01/05/2015,16,9,2,0,2.0,0.22,22.2
01/05/2015,17,9,5,0,1.1,0.26,13.0
01/05/2015,18,9,9,0,0.6,0.26,14.8
01/05/2015,19,9,4,0,0.0,0.28,18.5
01/05/2015,22,9,1,4,-1.1,0.28,20.4
01/06/2014,05,9,1,9,7.0,0.93,7.4
01/06/2014,09,9,2,9,6.0,0.7,38.9
01/06/2014,12,9,2,0,4.4,0.49,33.3
01/06/2014,13,9,2,0,3.9,0.45,27.8
01/06/2014,17,9,1,0,0.0,0.44,33.3
01/06/2015,07,9,1,3,-4.0,0.74,9.3
01/06/2015,08,9,1,3,-4.0,0.74,7.4
01/06/2015,11,9,3,3,-3.0,0.74,7.4
01/06/2015,13,9,3,4,-2.0,0.69,0.0
01/06/2015,16,9,4,1,-0.6,0.61,5.6
01/06/2015,17,9,2,1,-0.6,0.59,7.4
01/06/2015,18,9,4,1,-1.1,0.61,9.3
01/06/2015,19,9,1,1,-1.7,0.64,0.0
01/06/2015,20,9,2,1,-2.2,0.58,13.0
01/07/2014,05,9,1,1,-13.9,0.38,24.1
01/07/2014,12,9,1,1,-8.3,0.3,16.7
01/07/2014,14,9,1,2,-6.7,0.26,5.6
01/07/2014,15,9,1,2,-6.7,0.27,13.0
01/07/2014,18,9,1,2,-8.3,0.33,14.8
01/07/2015,05,9,1,1,-3.0,0.69,13.0
01/07/2015,06,9,1,0,-1.1,0.51,25.9
01/07/2015,08,9,4,0,-2.8,0.49,27.8
01/07/2015,09,9,3,0,-2.8,0.45,25.9
01/07/2015,14,9,1,0,-3.3,0.37,35.2
01/07/2015,16,9,3,0,-5.6,0.4,24.1
01/07/2015,17,9,1,1,-6.1,0.4,33.3
01/07/2015,18,9,3,1,-6.7,0.4,33.3
01/07/2015,19,9,1,1,-7.2,0.34,31.5
01/08/2014,06,9,1,0,-8.9,0.43,11.1
01/08/2014,07,9,1,0,-7.8,0.44,9.3
01/08/2014,08,9,2,1,-6.1,0.33,7.4
01/08/2014,13,9,1,0,-1.7,0.28,9.3
01/08/2014,18,9,2,1,-1.1,0.38,5.6
01/08/2014,19,9,1,1,-1.7,0.4,0.0
01/08/2015,05,9,1,2,-11.1,0.42,13.0
01/08/2015,07,9,2,2,-10.6,0.41,14.8
01/08/2015,08,9,4,2,-9.4,0.37,14.8
01/08/2015,09,9,2,2,-8.3,0.36,16.7
01/08/2015,11,9,1,2,-6.7,0.32,18.5
01/08/2015,17,9,7,0,-5.0,0.34,16.7
01/08/2015,18,9,6,0,-4.4,0.34,20.4
01/08/2015,19,9,1,4,-4.4,0.38,25.9
01/08/2015,20,9,3,4,-3.9,0.37,27.8
01/08/2015,21,9,1,4,-3.9,0.34,29.6
01/09/2014,06,9,2,0,-2.0,0.69,9.3
01/09/2014,07,9,1,0,-1.1,0.64,11.1
01/09/2014,08,9,4,0,0.0,0.61,7.4
01/09/2014,09,9,1,0,1.7,0.54,13.0
01/09/2014,10,9,1,0,2.2,0.5,13.0
01/09/2014,16,9,1,0,2.8,0.48,13.0
01/09/2014,22,9,1,4,1.1,0.59,0.0
01/09/2015,05,9,1,4,-2.2,0.39,35.2
01/09/2015,06,9,1,4,-2.0,0.4,33.3
01/09/2015,07,9,3,4,-1.1,0.36,7.4
01/09/2015,08,9,4,0,-1.1,0.36,5.6
01/09/2015,09,9,6,1,0.0,0.34,0.0
01/09/2015,10,9,1,1,1.1,0.31,0.0
01/09/2015,12,9,1,1,4.4,0.27,13.0
01/09/2015,13,9,1,1,5.0,0.28,14.8
01/09/2015,14,9,3,1,5.0,0.28,22.2
01/09/2015,15,9,1,1,4.4,0.28,20.4
01/09/2015,16,9,4,1,2.8,0.3,18.5
01/09/2015,17,9,3,1,2.2,0.3,14.8
01/09/2015,18,9,3,2,1.1,0.34,14.8
01/09/2015,19,9,1,2,0.0,0.4,22.2
01/09/2015,20,9,1,2,-0.6,0.4,22.2
01/09/2015,22,9,1,2,-1.7,0.41,18.5
01/09/2015,23,9,1,2,-1.7,0.4,24.1
01/10/2014,05,9,1,6,-2.0,0.93,5.6
01/10/2014,08,9,1,9,0.0,1.0,7.4
01/10/2014,11,9,1,9,3.0,0.87,0.0
01/10/2014,12,9,2,9,3.9,0.86,0.0
01/10/2014,18,9,1,9,3.0,0.93,7.4
01/10/2014,20,9,1,9,3.0,0.93,7.4
01/10/2015,09,9,2,2,-5.6,0.32,20.4
01/10/2015,11,9,2,2,-3.3,0.27,11.1
01/10/2015,15,9,2,2,-1.1,0.24,9.3
01/11/2014,13,9,1,9,9.0,0.93,7.4
01/11/2014,14,9,1,9,12.0,0.94,14.8
01/11/2015,00,9,1,1,-4.0,0.46,0.0
01/11/2015,09,9,1,1,-2.2,0.61,11.1
01/11/2015,13,9,5,0,5.6,0.28,11.1
01/11/2015,14,9,6,0,5.6,0.29,11.1
01/11/2015,15,9,1,4,5.0,0.35,9.3
01/11/2015,16,9,5,4,3.9,0.38,9.3
01/11/2015,17,9,1,4,3.3,0.47,5.6
01/11/2015,18,9,1,4,3.9,0.38,5.6
01/11/2015,20,9,1,4,3.3,0.43,11.1
01/11/2015,22,9,1,9,3.0,0.52,9.3
01/12/2014,11,9,1,1,10.0,0.43,20.4
01/12/2014,12,9,1,1,11.7,0.41,18.5
01/12/2014,13,9,1,1,11.1,0.41,22.2
01/12/2014,14,9,3,1,11.7,0.4,16.7
01/12/2014,15,9,4,1,12.2,0.38,9.3
01/12/2014,16,9,1,1,8.9,0.5,7.4
01/12/2014,17,9,1,1,8.3,0.5,9.3
01/12/2014,18,9,4,1,8.3,0.5,11.1
01/12/2014,23,9,1,2,2.8,0.79,0.0
01/12/2015,05,9,1,9,2.8,0.82,0.0
01/12/2015,06,9,1,9,2.0,0.87,7.4
01/12/2015,09,9,1,9,2.2,0.86,9.3
01/12/2015,15,9,2,9,4.0,0.87,0.0
01/12/2015,16,9,2,9,4.0,0.87,5.6
01/12/2015,17,9,3,9,4.0,0.87,7.4
01/12/2015,18,9,3,4,5.0,0.82,11.1
01/12/2015,19,9,1,9,6.1,0.8,7.4
01/12/2015,20,9,2,9,5.6,0.79,9.3
01/13/2014,07,9,2,1,1.7,0.82,0.0
01/13/2014,08,9,4,1,2.8,0.82,0.0
01/13/2014,09,9,2,0,6.7,0.65,0.0
01/13/2014,14,9,1,0,13.3,0.49,16.7
01/13/2014,16,9,1,0,11.1,0.54,18.5
01/13/2014,18,9,4,0,11.7,0.52,20.4
01/13/2014,19,9,2,0,11.1,0.54,16.7
01/13/2014,20,9,1,0,9.4,0.61,13.0
01/13/2014,21,9,2,0,10.0,0.59,24.1
01/13/2015,04,9,1,4,3.3,0.65,24.1
01/13/2015,06,9,2,4,2.2,0.57,27.8
01/13/2015,07,9,6,0,2.2,0.52,31.5
01/13/2015,08,9,9,0,1.7,0.48,25.9
01/13/2015,09,9,4,0,1.1,0.48,25.9
01/13/2015,11,9,1,0,1.1,0.38,14.8
01/13/2015,12,9,1,4,1.7,0.39,20.4
01/13/2015,14,9,3,4,1.7,0.37,20.4
01/13/2015,15,9,2,0,1.1,0.4,16.7
01/13/2015,16,9,1,0,0.6,0.42,11.1
01/13/2015,17,9,4,0,0.0,0.44,20.4
01/13/2015,18,9,7,0,-0.6,0.46,20.4
01/13/2015,19,9,5,0,-1.1,0.45,16.7
01/13/2015,21,9,1,0,-1.7,0.45,14.8
01/13/2015,22,9,2,0,-1.7,0.47,16.7
01/14/2014,06,9,2,9,10.0,0.77,18.5
01/14/2014,07,9,2,9,9.0,0.82,14.8
01/14/2014,08,9,4,4,8.9,0.8,14.8
01/14/2014,16,9,2,0,10.6,0.8,16.7
01/14/2014,17,9,3,0,10.0,0.83,7.4
01/14/2014,18,9,3,1,8.9,0.83,9.3
01/14/2014,19,9,1,1,7.8,0.86,9.3
01/14/2014,20,9,1,1,7.2,0.9,9.3
01/14/2014,21,9,2,1,6.0,0.87,5.6
01/14/2015,05,9,1,3,-3.0,0.69,16.7
01/14/2015,07,9,1,3,-3.0,0.74,14.8
01/14/2015,08,9,3,4,-2.0,0.69,13.0
01/14/2015,09,9,5,4,-1.7,0.67,13.0
01/14/2015,10,9,2,4,-1.1,0.64,13.0
01/14/2015,11,9,1,4,-0.6,0.64,13.0
01/14/2015,12,9,2,4,-0.6,0.64,13.0
01/14/2015,13,9,4,4,0.0,0.64,16.7
01/14/2015,15,9,1,4,0.6,0.61,11.1
01/14/2015,16,9,5,4,0.6,0.61,13.0
01/14/2015,17,9,5,4,0.0,0.64,14.8
01/14/2015,18,9,2,4,0.0,0.64,14.8
01/14/2015,19,9,6,4,0.0,0.66,11.1
01/14/2015,20,9,2,4,0.6,0.64,11.1
01/14/2015,21,9,3,4,1.0,0.6,7.4
01/15/2014,07,9,1,8,4.0,0.93,11.1
01/15/2014,08,9,4,4,3.9,0.93,14.8
01/15/2014,13,9,1,4,8.0,0.76,5.6
01/15/2014,14,9,1,4,8.0,0.76,0.0
01/15/2014,15,9,2,4,8.3,0.83,5.6
01/15/2014,17,9,2,4,9.0,0.66,29.6
01/15/2014,18,9,2,4,6.7,0.55,35.2
01/15/2015,00,9,1,4,0.0,0.66,14.8
01/15/2015,05,9,1,4,0.0,0.66,9.3
01/15/2015,06,9,1,4,0.6,0.64,7.4
01/15/2015,07,9,6,4,0.6,0.64,7.4
01/15/2015,08,9,9,0,1.1,0.59,9.3
01/15/2015,09,9,2,0,1.7,0.57,7.4
01/15/2015,10,9,2,4,2.0,0.52,13.0
01/15/2015,13,9,1,1,5.0,0.47,9.3
01/15/2015,14,9,4,0,4.4,0.51,13.0
01/15/2015,15,9,3,4,4.4,0.53,11.1
01/15/2015,16,9,3,0,4.4,0.55,13.0
01/15/2015,17,9,6,1,2.8,0.62,5.6
01/15/2015,18,9,7,2,2.2,0.64,7.4
01/15/2015,19,9,3,2,1.1,0.7,9.3
01/15/2015,21,9,6,2,1.1,0.7,11.1
01/16/2014,05,9,2,4,2.8,0.59,13.0
01/16/2014,07,9,1,4,2.2,0.52,20.4
01/16/2014,08,9,5,0,2.2,0.46,14.8
01/16/2014,09,9,2,1,3.3,0.43,18.5
01/16/2014,10,9,2,0,2.8,0.44,16.7
01/16/2014,14,9,3,2,5.6,0.37,16.7
01/16/2014,15,9,1,2,5.0,0.36,11.1
01/16/2014,16,9,1,2,3.9,0.39,9.3
01/16/2014,17,9,3,2,3.9,0.39,5.6
01/16/2014,18,9,2,2,3.3,0.43,5.6
01/16/2014,19,9,1,2,2.2,0.57,9.3
01/16/2014,21,9,1,2,1.7,0.57,5.6
01/16/2015,05,9,2,1,-2.2,0.81,7.4
01/16/2015,06,9,2,2,-1.1,0.79,9.3
01/16/2015,07,9,1,2,-1.1,0.82,11.1
01/16/2015,08,9,6,2,0.6,0.78,14.8
01/16/2015,09,9,1,2,6.7,0.43,27.8
01/16/2015,10,9,1,1,7.8,0.4,22.2
01/16/2015,13,9,1,1,8.9,0.37,11.1
01/16/2015,14,9,3,1,8.3,0.37,27.8
01/16/2015,15,9,2,1,7.8,0.37,20.4
01/16/2015,16,9,4,1,6.7,0.38,24.1
01/16/2015,17,9,5,1,5.6,0.41,20.4
01/16/2015,18,9,5,2,5.0,0.45,11.1
01/16/2015,19,9,6,2,4.4,0.47,9.3
01/16/2015,22,9,1,0,2.8,0.48,22.2
01/17/2014,05,9,1,1,0.0,0.75,7.4
01/17/2014,08,9,5,1,1.7,0.7,13.0
01/17/2014,09,9,1,1,2.8,0.67,13.0
01/17/2014,11,9,1,1,5.6,0.53,13.0
01/17/2014,12,9,1,1,6.7,0.49,9.3
01/17/2014,13,9,1,0,8.3,0.42,7.4
01/17/2014,14,9,1,4,8.9,0.42,7.4
01/17/2014,16,9,1,4,7.8,0.51,13.0
01/17/2014,18,9,2,4,6.1,0.62,9.3
01/17/2015,00,9,2,1,1.1,0.48,16.7
01/17/2015,01,9,1,1,0.6,0.48,14.8
01/17/2015,08,9,2,1,-1.1,0.43,5.6
01/17/2015,09,9,1,2,-1.0,0.44,0.0
01/17/2015,11,9,3,1,1.7,0.44,14.8
01/17/2015,12,9,2,1,2.8,0.44,11.1
01/17/2015,13,9,3,1,3.9,0.43,16.7
01/17/2015,14,9,3,0,3.9,0.46,18.5
01/17/2015,15,9,3,0,3.9,0.45,16.7
01/17/2015,16,9,3,0,2.8,0.48,16.7
01/17/2015,21,9,1,0,1.7,0.64,16.7
01/17/2015,23,9,1,1,1.7,0.72,29.6
01/18/2014,10,9,3,1,0.0,0.44,25.9
01/18/2014,11,9,2,1,0.0,0.38,25.9
01/18/2014,13,9,1,1,0.0,0.37,27.8
01/18/2014,19,9,1,2,-2.8,0.43,16.7
01/18/2014,21,9,1,1,-3.9,0.46,7.4
01/18/2015,00,9,1,1,1.7,0.72,22.2
01/18/2015,15,9,2,4,6.0,0.81,0.0
01/18/2015,16,9,3,5,7.0,0.81,5.6
01/18/2015,17,9,1,0,5.0,0.79,0.0
01/18/2015,18,9,1,1,6.1,0.68,7.4
01/18/2015,19,9,2,1,7.2,0.58,14.8
01/18/2015,20,9,1,1,6.1,0.62,9.3
01/18/2015,21,9,2,0,6.7,0.58,13.0
01/19/2014,09,9,1,1,1.1,0.5,11.1
01/19/2014,10,9,1,1,3.3,0.48,11.1
01/19/2014,14,9,4,1,10.6,0.33,24.1
01/19/2014,15,9,1,1,10.6,0.33,22.2
01/19/2014,18,9,2,2,7.2,0.42,14.8
01/19/2014,21,9,1,1,6.1,0.43,24.1
01/19/2015,00,9,1,1,5.6,0.62,0.0
01/19/2015,02,9,1,4,5.0,0.62,9.3
01/19/2015,06,9,1,4,6.1,0.51,18.5
01/19/2015,07,9,1,4,6.7,0.49,20.4
01/19/2015,09,9,1,4,7.2,0.46,9.3
01/19/2015,11,9,2,4,7.2,0.46,16.7
01/19/2015,12,9,2,0,8.9,0.44,18.5
01/19/2015,13,9,2,4,9.4,0.39,16.7
01/19/2015,14,9,2,0,9.4,0.36,9.3
01/19/2015,15,9,2,1,9.4,0.36,16.7
01/19/2015,16,9,3,1,8.9,0.34,5.6
01/19/2015,17,9,1,1,6.1,0.45,9.3
01/19/2015,18,9,4,1,6.1,0.45,9.3
01/19/2015,19,9,1,2,4.0,0.56,7.4
01/19/2015,21,9,1,0,2.8,0.67,0.0
01/19/2015,23,9,1,0,1.7,0.7,7.4
01/20/2014,08,9,1,0,5.0,0.49,5.6
01/20/2014,09,9,1,0,7.8,0.42,5.6
01/20/2014,13,9,2,0,15.0,0.26,14.8
01/20/2014,15,9,5,0,14.4,0.27,14.8
01/20/2014,18,9,4,1,9.4,0.39,29.6
01/20/2014,20,9,1,1,6.1,0.51,9.3
01/20/2014,23,9,1,0,5.0,0.57,5.6
01/20/2015,06,9,2,0,0.6,0.78,0.0
01/20/2015,07,9,3,0,1.1,0.75,0.0
01/20/2015,08,9,7,0,2.2,0.7,0.0
01/20/2015,09,9,2,4,2.8,0.76,0.0
01/20/2015,10,9,3,4,4.4,0.65,7.4
01/20/2015,11,9,2,0,6.1,0.56,0.0
01/20/2015,13,9,2,4,8.9,0.42,0.0
01/20/2015,14,9,1,4,8.9,0.42,0.0
01/20/2015,15,9,3,4,9.4,0.5,11.1
01/20/2015,16,9,6,0,8.3,0.54,7.4
01/20/2015,17,9,10,1,7.2,0.52,11.1
01/20/2015,18,9,7,1,6.7,0.51,0.0
01/20/2015,19,9,8,1,4.4,0.63,7.4
01/20/2015,21,9,2,1,2.8,0.73,7.4
01/20/2015,23,9,2,4,2.8,0.7,7.4
01/21/2014,04,9,1,4,3.3,0.65,7.4
01/21/2014,05,9,1,4,3.3,0.6,18.5
01/21/2014,06,9,1,4,2.8,0.57,20.4
01/21/2014,08,9,1,4,2.8,0.62,14.8
01/21/2014,09,9,1,4,2.0,0.7,20.4
